Security Code,Issuer Name,Security Id,Security Name,Face Value,Industry,Instrument,CurrentPrice,ROCE,StockP/E,EPS,Earningsyield
500402,SPML Infra Limited,SPMLINFRA,SPML Infra Limited,2,Construction & Engineering,Equity,53,-2.76,,-18.1,-4.19
500403,"Sundram Fasteners Ltd.,",SUNDRMFAST,SUNDRAM FASTENERS LTD.,1,Auto Parts & Equipment,Equity,891,17,35.6,25,3.78
500404,"Sunflag Iron & Steel Co. Ltd.,",SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,10,Iron & Steel/Interm.Products,Equity,80.4,10.9,5.56,14.5,18.6
500405,Supreme Petrochem Ltd.,SUPPETRO,SUPREME PETROCHEM LTD.,10,Petrochemicals,Equity,715,29.7,111,6.24,1.58
500407,Swaraj Engines Ltd.,SWARAJENG,SWARAJ ENGINES LTD.,10,Industrial Machinery,Equity,,,,,
500408,Tata Elxsi Ltd,TATAELXSI,TATA ELXSI LTD.,10,IT Software Products,Equity,7430,60,453,16.4,0.34
500410,ACC Ltd,ACC,ACC LTD.,10,Cement & Cement Products,Equity,2254,16,19.4,109,7.24
500411,Thermax Ltd.,THERMAX,THERMAX LTD.,2,Heavy Electrical Equipment,Equity,2049,10.2,71.7,26.9,2
500412,"Thirumalai Chemicals Ltd.,",TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,1,Commodity Chemicals,Equity,258,19.6,11.2,23.1,14.1
500413,"Thomas Cook (India) Ltd.,",THOMASCOOK,THOMAS COOK (INDIA) LTD.,1,Travel Support Services,Equity,62.9,-15.1,,-6.01,-13.7
500414,Timex Group India Ltd,TIMEX,TIMEX GROUP INDIA LTD.-$,1,Other Apparels & Accessories,Equity,,,,,
500418,Tokyo Plast International Ltd.,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,10,Plastic Products,Equity,112,1.24,69.2,1.62,1.93
500420,Torrent Pharmaceuticals Ltd.,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,5,Pharmaceuticals,Equity,3205,17.6,42.8,74.9,3.43
500422,Transchem Limited.,TRANSCHEM,TRANSCHEM LTD.-$,10,Pharmaceuticals,Equity,,,,,
500425,Ambuja Cements Ltd.,AMBUJACEM,AMBUJA CEMENTS LTD.,2,Cement & Cement Products,Equity,375,18.3,22.4,16.2,8.76
500426,UTL Industries Limited,UTLINDS,UTL Industries Limited,1,Realty,Equity,6.98,,,,
500429,Uniphos Enterprises Limited.,UNIPHOS,UNIPHOS ENTERPRISES LTD.,2,Comm.Trading  & Distribution,Equity,,,,,
500439,Vardhman Holdings Limited,VHL,VARDHMAN HOLDINGS LTD.,10,Finance (including NBFCs),Equity,4080,6.02,3.75,,
500440,Hindalco Industries Ltd.,HINDALCO,HINDALCO INDUSTRIES LTD.,1,Aluminium,Equity,503,7.42,11.7,44.6,10.6
500444,West Coast Paper Mills Limited,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,2,Paper & Paper Products,Equity,251,2.7,9.42,26.7,12.5
500449,"Hindustan Organic Chemicals Ltd.,",HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,10,Commodity Chemicals,Equity,37.2,8.35,,-2.31,14.9
500450,MPIL CORPORATION LIMITED,MPILCORPL,MPIL CORPORATION LTD.,10,Other Financial Services,Equity,238,-69.8,,-123,-40.4
500456,Pasupati Acrylon Ltd.,PASUPTAC,PASUPATI ACRYLON LTD.,10,Fibres & Plastics,Equity,,,,,
500458,Kore Foods Limited,KORE,Kore Foods Ltd,10,Other Food Products,Equity,3.86,,,4.09,-57.4
500459,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,10,Personal Products,Equity,,,,,
500460,"Mukand Ltd.,",MUKANDLTD,MUKAND LTD.,10,Iron & Steel/Interm.Products,Equity,130,-18.2,18.8,6.92,12.2
500463,BLACK BOX LIMITED,BBOX,Black Box Ltd,10,IT Consulting & Software,Equity,925,55.7,34,25.6,6.06
500464,"Ucal Fuel Systems Ltd.,",UCALFUEL,UCAL FUEL SYSTEMS LTD.,10,Auto Parts & Equipment,Equity,162,6.58,6.02,26.8,12.3
500467,"Harrisons Malayalam Ltd.,",HARRMALAYA,HARRISONS MALAYALAM LTD.,10,Auto Tyres & Rubber Products,Equity,187,26.8,7.61,24.6,13.6
500469,Federal Bank Ltd.,FEDERALBNK,FEDERAL BANK LTD.,2,Banks,Equity,97.8,5.59,11.5,8.8,5.62
500470,TATA STEEL LIMITED,TATASTEEL,TATA STEEL LTD.,10,Iron & Steel/Interm.Products,Equity,1207,12.6,4.65,261,22
500472,SKF India Ltd.,SKFINDIA,SKF India Ltd,10,Other Industrial Goods,Equity,3953,,45.5,,
500477,"Ashok Leyland Ltd.,",ASHOKLEY,ASHOK LEYLAND LTD.,1,Commercial Vehicles,Equity,139,5.62,,-0.04,2.99
500480,"Cummins India Ltd.,",CUMMINSIND,CUMMINS INDIA LTD.,2,Industrial Machinery,Equity,948,18,34,31.6,4.05
500483,Tata Communications Limited,TATACOMM,TATA COMMUNICATIONS LTD.,10,Telecom - Alternate Carriers,Equity,1450,18.2,29.5,49.7,4.14
500488,Abbott India Ltd.,ABBOTINDIA,ABBOTT INDIA LTD.,10,Pharmaceuticals,Equity,,,,,
500490,Bajaj Holdings & Investment Limited,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,10,Holding Companies,Equity,5492,11.6,15.7,350,6.79
500493,Bharat Forge Ltd,BHARATFORG,BHARAT FORGE LTD.,2,Other Industrial Products,Equity,750,3.23,50.8,9.11,2.82
500495,"Escorts Limited,",ESCORTS,ESCORTS LTD.,10,Commercial Vehicles,Equity,1860,26.1,27.8,,
500500,"Hindustan Motors Ltd.,",HINDMOTORS,HINDUSTAN MOTORS LTD.,5,Cars & Utility Vehicles,Equity,13.4,,,-1.52,-6.7
500510,Larsen & Toubro Limited,LT,LARSEN & TOUBRO LTD.,2,Construction & Engineering,Equity,2004,15.3,32.4,62.3,6.36
500520,Mahindra & Mahindra Ltd.,M&M,MAHINDRA & MAHINDRA LTD.,5,Cars & Utility Vehicles,Equity,880,8.54,25.5,33.2,6.28
500530,Bosch Ltd,BOSCHLTD,BOSCH LTD.,10,Auto Parts & Equipment,Equity,16818,13.8,35.4,441,3.69
500540,Premier Limited,PREMIER,PREMIER LTD.,10,Industrial Machinery,Equity,9.05,,,-19.7,-92.6
500547,"Bharat Petroleum Corpn. Ltd.,",BPCL,BHARAT PETROLEUM CORPORATION LTD.,10,Refineries/ Petro-Products,Equity,393,18,6.92,82.7,13.7
500550,"Siemens Ltd.,",SIEMENS,SIEMENS LTD.,2,Heavy Electrical Equipment,Equity,2397,14.9,78.4,,
500570,Tata Motors Ltd.,TATAMOTORS,TATA MOTORS LTD.,2,Commercial Vehicles,Equity,516,5.82,,-40.3,4.37
500575,"Voltas Ltd.,",VOLTAS,VOLTAS LTD.,1,Consumer Electronics,Equity,1254,15.1,70.2,17.9,1.98
500620,"Great Eastern Shipping Co. Ltd.,",GESHIP*,GREAT EASTERN SHIPPING CO.LTD.,10,Shipping,Equity,321,8.04,18.1,31.4,9.27
500645,Deepak Fertilizers &Petrochemicals,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,10,Commodity Chemicals,Equity,519,14.8,14.9,40.4,9.61
500650,"Excell Industries Ltd.,",EXCELINDUS,EXCEL INDUSTRIES LTD.,5,Specialty Chemicals,Equity,924,13,13.7,67.5,10.8
500655,GARWARE HI-TECH FILMS LIMITED,GRWRHITECH,Garware Hi-Tech Films Ltd,10,Commodity Chemicals,Equity,867,12.8,13.1,66.2,11.5
500660,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,10,Pharmaceuticals,Equity,1731,43.8,56.8,29.3,2.93
500670,Gujarat Narmada Valley Fert.Co.Ltd,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,10,Fertilizers,Equity,496,15.8,7.13,69.5,27.4
500672,Novartis India Limited.,NOVARTIND,NOVARTIS INDIA LTD.,5,Pharmaceuticals,Equity,,,,,
500674,Sanofi India Ltd,SANOFI,Sanofi India Ltd,10,Pharmaceuticals,Equity,,,,,
500680,"Pfizer Ltd.,",PFIZER,PFIZER LTD.,10,Pharmaceuticals,Equity,4748,27.2,142,100,1
500690,Gujarat State Fertilizers & Chem.Ltd,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,2,Fertilizers,Equity,129,6.04,8.37,15.4,16.3
500696,"Hindustan Unilever Ltd.,",HINDUNILVR,HINDUSTAN UNILEVER LTD.,1,Personal Products,Equity,2262,39.2,60.2,37.3,2.24
500710,Akzo Nobel India Limited,AKZOINDIA,Akzo Nobel India Limited,10,Furniture-Furnishing-Paints,Equity,1980,21.9,30.7,64.4,4.42
500730,NOCIL Ltd,NOCIL,NOCIL LTD.,10,Specialty Chemicals,Equity,250,8.59,30.4,8.24,4.33
500770,Tata Chemicals Ltd,TATACHEM,TATA CHEMICALS LTD.,10,Commodity Chemicals,Equity,998,4.52,36.9,26.8,4.63
500777,Tamilnadu Petroproducts Ltd,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,10,Commodity Chemicals,Equity,111,28.1,5.81,,
500780,Zuari Global Limited,ZUARIGLOB,ZUARI GLOBAL LTD.,10,Sugar,Equity,159,2.63,408,-3.3,9.14
500790,Nestle India Ltd.,NESTLEIND,NESTLE INDIA LTD.,10,Packaged Foods,Equity,,,,,
500800,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,Tata Consumer Products Ltd,1,Tea & Coffee,Equity,723,8.85,86,7.87,2.05
500820,Asian Paints Ltd.,ASIANPAINT,ASIAN PAINTS LTD.,1,Furniture-Furnishing-Paints,Equity,3306,34.8,105,31.6,1.34
500825,"Britannia Industries Ltd.,",BRITANNIA,BRITANNIA INDUSTRIES LTD.,1,Packaged Foods,Equity,3605,45.3,54.5,66.2,2.56
500830,"Colgate-Palmolive (India) Ltd.,",COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,1,Personal Products,Equity,1434,180,90.4,16,1.29
500840,EIH Ltd,EIHOTEL,EIH LTD.,2,Hotels,Equity,138,-11.5,,,
500850,Indian Hotels Co. Ltd,INDHOTEL,INDIAN HOTELS CO.LTD.,1,Hotels,Equity,209,-7,,-4.6,-0.97
500870,Castrol India Ltd,CASTROLIND,CASTROL INDIA LTD.,5,Oil Marketing & Distribution,Equity,,,,,
500875,ITC Ltd,ITC,ITC LTD.,1,Cigarettes-Tobacco Products,Equity,219,28.6,18.9,11.6,7.29
500877,Apollo Tyres Ltd,APOLLOTYRE,APOLLO TYRES LTD.,1,Auto Tyres & Rubber Products,Equity,226,9.42,13.8,16.3,9.27
500878,"Ceat Ltd.,",CEATLTD,CEAT LTD.,10,Auto Tyres & Rubber Products,Equity,1134,14.4,22.3,49.1,6.11
500890,"Modi Rubber Ltd.,",MODIRUBBER,MODI RUBBER LTD.,10,Auto Tyres & Rubber Products,Equity,79.6,1.83,8.24,9.21,14.9
500940,Finolex Industries Ltd.,FINOLEXIND,FINOLEX INDUSTRIES LTD.,2,Plastic Products,Equity,195,35.6,12.9,15.1,11
501110,"Sunrise Industrial Traders Ltd.,",SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,10,Other Financial Services,Equity,,,,,
501111,"Gold Rock Investments Ltd.,",ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,10,Comm.Trading  & Distribution,Equity,11,4.7,0.28,39.5,-13
501144,"Peoples Investments Ltd.,",PEOPLIN,PEOPLES INVESTMENTS LTD.,10,Misc.Commercial Services,Equity,,,,,
501148,"Dalal Street Investments Ltd.,",DSINVEST,DALAL STREET INVESTMENTS LTD.,10,Investment Companies,Equity,294,1.56,,,0.6
501150,Centrum Capital Limited,CENTRUM,CENTRUM CAPITAL LTD.,1,Other Financial Services,Equity,33.2,8.41,,,
501151,"Kartik Investments Trust Ltd.,",KARTKIN,KARTIK INVESTMENTS TRUST LTD.,10,Other Financial Services,Equity,,,,,
501242,TCI Finance Limited,TCIFINANCE,TCI FINANCE LTD.,10,Finance (including NBFCs),Equity,10.1,12.4,3.1,3.84,25.2
501261,Kratos Energy & Infrastructure Limited,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE LTD.,10,Other Financial Services,Equity,280,3.22,,0,0.39
501270,ANTARIKSH INDUSTRIES LIMITED,ANTARIKSH,Antariksh Industries Ltd,10,Realty,Equity,,,,,
501295,"Industrial Investment Trust Ltd.,",IITL,INDUSTRIAL INVESTMENT TRUST LTD.,10,Finance (including NBFCs),Equity,78.8,-14.7,,-23.2,-36.7
501298,Industrial & Prudential Inv. Co. Lt,INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,10,Investment Companies,Equity,1541,6.55,6.95,219,14.8
501301,"Tata Investment Corporation Ltd.,",TATAINVEST,TATA INVESTMENT CORPORATION LTD.,10,Holding Companies,Equity,1485,1.5,38.2,,
501311,"Jayabharat Credit Ltd.,",JAYBHCR,JAYABHARAT CREDIT LTD.-$,10,Finance (including NBFCs),Equity,,,,,
501314,PRISMX GLOBAL VENTURES LIMITED,PRISMX,Prismx Global Ventures Ltd,1,Comm.Trading  & Distribution,Equity,8.62,,183,0.05,0.61
501343,Motor & General Finance (M.G.F.) Lt,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,5,Finance (including NBFCs),Equity,28.6,-1.49,,-0.27,-0.48
501351,"Rapid Investments Ltd.,",RAPIDIN,RAPID INVESTMENTS LTD.,10,Misc.Commercial Services,Equity,,,,,
501370,Walchand Peoplefirst Limited,WALCHPF,WALCHAND PEOPLEFIRST LTD.,10,Consulting Services,Equity,151,-8.37,,,-0.4
501386,Swastik Safe Deposit & Invest. Ltd.,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,10,Other Financial Services,Equity,6.61,17.8,,,
501391,"W.H. Brady & Co. Ltd.,",WHBRADY,W.H.BRADY & CO.LTD.,10,Comm.Trading  & Distribution,Equity,192,9.68,12.2,,
501421,TechNVision Ventures Limited,TECHNVISN,TECHNVISION VENTURES LTD.,10,IT Software Products,Equity,230,,,-1.77,-0.17
501423,Shaily Engineering Plastics Ltd.,SHAILY,SHAILY ENGINEERING PLASTICS LTD.,10,Plastic Products,Equity,1905,,,,
501425,"Bombay Burmah Trading Corpn. Ltd.,",BBTC,BOMBAY BURMAH TRADING CORP.LTD.,2,Tea & Coffee,Equity,1107,29.8,19.3,57.5,23.1
501430,"Bombay Cycle & Motor Agency Ltd.,",BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
501455,Greaves Cotton Ltd.,GREAVESCOT,GREAVES COTTON LTD.,2,Industrial Machinery,Equity,250,3.37,,-0.48,0.3
501477,"Muller & Phipps (India) Ltd.,",MULLER,MULLER & PHIPPS (INDIA) LTD.,10,Comm.Trading  & Distribution,Equity,147,,27.1,26.9,4.53
501622,"Amalgamated Electricity Co. Ltd.,",AMALGAM,AMALGAMATED ELECTRICITY CO.LTD.,5,Misc.Commercial Services,Equity,23.1,1.15,,,
501630,Anand Projects Ltd,ANANDPROJ,Anand Projects Ltd,10,Construction & Engineering,Equity,18.3,3.28,,37.6,
501700,India Nivesh Limited,INDIANVSH,INDIANIVESH LTD.,1,Finance (including NBFCs),Equity,21.8,2.47,,-0.67,5.94
501831,Coastal Corporation Limited,COASTCORP,COASTAL CORPORATION LTD.,10,Packaged Foods,Equity,493,10.7,30.7,16.2,4.33
501833,"Chowgule Steamships Ltd.,",CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,10,Shipping,Equity,20.6,,4.89,6.5,17.6
501848,Global Offshore Services Ltd,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,10,Shipping,Equity,62.7,-6.66,,82.8,-11.2
501945,Dhenu Buildcon Infra Limited,DHENUBUILD,DHENU BUILDCON INFRA LTD.,1,Finance (including NBFCs),Equity,,,,,
502015,ASI INDUSTRIES LIMITED,ASIIL,ASI Industries Ltd,1,Mining,Equity,19.9,3.74,38.1,,
502090,Sagar Cements Ltd,SAGCEM,SAGAR CEMENTS LTD.-$,2,Cement & Cement Products,Equity,273,19,18.6,14.6,7.71
502137,"Deccan Cements Ltd.,",DECCANCE,DECCAN CEMENTS LTD.-$,5,Cement & Cement Products,Equity,,,,,
502157,"Mangalam Cement Ltd.,",MANGLMCEM,MANGALAM CEMENT LTD.,10,Cement & Cement Products,Equity,,,,,
502168,"NCL Industries Limited,",NCLIND,NCL INDUSTRIES LTD.-$,10,Cement & Cement Products,Equity,215,26.4,7.2,29.8,18.6
502175,Saurashtra Cement Limited,SAURASHCEM,SAURASHTRA CEMENT LTD.,10,Cement & Cement Products,Equity,81.3,20.8,9.84,8.32,19.1
502180,"Shree Digvijay Cement Co. Ltd.,",SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.-$,10,Cement & Cement Products,Equity,78.4,,14.7,5.37,11.8
502216,"Bombay Potteries & Tiles Ltd.,",BOMBPOT,BOMBAY POTTERIES & TILES LTD.,100,Realty,Equity,,,,,
502219,BOROSIL RENEWABLES LIMITED,BORORENEW,Borosil Renewables Ltd,1,Houseware,Equity,659,10.6,160,5.8,0.86
502250,LERTHAI FINANCE LIMITED,LERTHAI,Lerthai Finance Ltd,10,Construction Materials,Equity,,,,,
502271,Raasi Refractories Limited.,RASSIREF,RAASI REFRACTORIES LTD.-$,10,Other Industrial Goods,Equity,,,,,
502281,"Triveni Glass Ltd.,",TRIVENIGQ,TRIVENI GLASS LTD.-$,10,Construction Materials,Equity,,,,,
502294,Nilachal Refractories Ltd.,NILACHAL,NILACHAL REFRACTORIES LTD.,10,Construction Materials,Equity,,,,,
502330,ANDHRA PAPER LIMITED,ANDHRAPAP,Andhra Paper Ltd,10,Paper & Paper Products,Equity,,,,,
502355,"Balkrishna Industries Ltd.,",BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,2,Auto Tyres & Rubber Products,Equity,2478,23.9,33.6,73.8,4.01
502420,Orient Paper & Industries Ltd.,ORIENTPPR,ORIENT PAPER & INDUSTRIES LTD.,1,Paper & Paper Products,Equity,34.2,22.2,4.6,,
502445,Citadel Realty And Developers Limited,CITADEL,CITADEL REALTY AND DEVELOPERS LTD.,10,Realty,Equity,17.1,7.98,39.7,0.43,6.91
502448,"Rollatainters Ltd.,",ROLLT,ROLLATAINERS LTD.,1,Containers & Packaging,Equity,3.9,-12.3,,-0.21,-13.4
502450,"Seshasayee Paper & Boards Ltd.,",SESHAPAPER,SESHASAYEE PAPER & BOARDS LTD.,2,Paper & Paper Products,Equity,167,8.66,9.12,18.3,11.4
502460,"Solid Containers Ltd.,",SOLIDCO,SOLID CONTAINERS LTD.,10,Paper & Paper Products,Equity,,,,,
502563,"Shree Bhawani Paper Mills Ltd.,",SHBHAWPA,SHREE BHAWANI PAPER MILLS LTD.,10,Paper & Paper Products,Equity,,,,,
502587,NATH INDUSTRIES LIMITED,NATHIND,Nath Industries Ltd,10,Paper & Paper Products,Equity,,,,,
502589,"Vapi Paper Mills Ltd.,",VAPIPPR,VAPI PAPER MILLS LTD.,10,Paper & Paper Products,Equity,,,,,
502742,Sintex Industries Ltd,SINTEX,SINTEX INDUSTRIES LTD.,1,Textiles,Equity,12,-0.93,,-11.9,1.52
502820,"DCM Ltd.,",DCM,DCM LTD.,10,Other Industrial Products,Equity,122,-45.5,17.4,7.02,8.77
502850,"Gaekwar Mills Ltd.,",ZGAEKWAR,GAEKWAR MILLS LTD.,10,Textiles,Equity,,,,,
502865,Forbes & Company Ltd,FORBESCO,FORBES & COMPANY LTD.-$,10,Industrial Machinery,Equity,6320,17.5,,-62.7,2.53
502873,"H.P. Cotton Textile Mills Ltd.,",HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,10,Textiles,Equity,,,,,
502893,United Interactive Limited,UNITEDINT,UNITED INTERACTIVE LTD.,10,Internet Software & Services,Equity,43,3.33,34.3,1.26,75.7
502901,JAMSHRI REALTY LIMITED,JAMSHRI,Jamshri Realty Ltd-$,1000,Textiles,Equity,,,,,
502933,"Katare Spinning Mills Ltd.,",KATRSPG,KATARE SPINNING MILLS LTD.,10,Textiles,Equity,83.2,-3.74,,-6.11,-2.19
502937,Kesoram Industries Ltd,KESORAMIND,KESORAM INDUSTRIES LTD.,10,Cement & Cement Products,Equity,75.8,15.1,3.36,6.49,13.7
502958,Lakshmi Mills Company ltd,LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$,100,Textiles,Equity,,,,,
502986,Vardhman Textiles Limted,VTL,VARDHMAN TEXTILES LTD.,10,Textiles,Equity,2813,7.96,13.4,210,9.61
503031,Peninsula Land Limited,PENINLAND,PENINSULA LAND LTD.,2,Realty,Equity,14.8,-1.83,,-2.66,0.26
503092,"Pasupati Spg. & Wvg. Mills Ltd.,",PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,10,Textiles,Equity,,,,,
503100,"The Phoenix Mills Ltd.,",PHOENIXLTD,The Phoenix Mills Ltd,2,Realty,Equity,968,4.22,105,,
503101,Marathon Nextgen Realty Ltd,MARATHON,MARATHON NEXTGEN REALTY LTD.,5,Realty,Equity,103,6.06,63.8,1.62,6.65
503127,Raja Bahadur International Ltd,RAJABAH,RAJA BAHADUR INTERNATIONAL LTD.,100,Diversified,Equity,4418,9.15,12,367,2.5
503162,"Reliance Chemotex Industries Ltd.,",RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,10,Textiles,Equity,,,,,
503169,"Ruby Mills Ltd.,",RUBYMILLS,RUBY MILLS LTD.,5,Textiles,Equity,397,,,,
503229,Simplex Realty Limited,SIMPLXREA,SIMPLEX REALTY LTD.,10,Realty,Equity,105,0.47,17.3,6.07,7.34
503310,Swan Energy Ltd.,SWANENERGY,SWAN ENERGY LTD.,1,Textiles,Equity,180,0.99,,-3.08,0.27
503349,"Victoria Mills Ltd.,",VICTMILL,VICTORIA MILLS LTD.,100,Textiles,Equity,3048,3.86,15.2,201,8.2
503622,"S.V. Trading & Agencies Ltd.,",ZSVTRADI,S.V.TRADING & AGENCIES LTD.,10,Other Financial Services,Equity,,3.81,,0.19,
503624,"Svaraj Trading & Agencies Ltd.,",ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,10,Other Financial Services,Equity,,,,,
503635,"Shree Salasar Investment Ltd.,",SALSAIN,SHREE SALASAR INVESTMENT LTD.,10,Other Financial Services,Equity,12,8.59,2.21,5.44,19.8
503639,Indsoya Limited,INDSOYA,INDSOYA LTD.,5,Misc.Commercial Services,Equity,,,,,
503641,Zodiac Ventures Limited,ZODIACVEN,Zodiac Ventures Limited,1,Consulting Services,Equity,38.6,17.8,685,0.06,3.3
503657,Veer Energy & Infrastructure Limited,VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.,10,Electric Utilities,Equity,16.1,4.83,18.5,1.41,6.8
503659,SW Investments Limited,SW1,SW Investments Ltd,10,Misc.Commercial Services,Equity,,,,,
503663,Tilak Ventures Limited,TILAK,Tilak Ventures Ltd,1,Investment Companies,Equity,,,,,
503669,K K Fincorp Limited,KKFIN,K K Fincorp Limited,10,Misc.Commercial Services,Equity,14,0.73,11.4,1.23,13
503671,"Unijolly Investments Co. Ltd.,",UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,10,Other Financial Services,Equity,,,,,
503675,Wagend Infra Venture Limited,WAGEND,Wagend Infra Venture Limited,2,Misc.Commercial Services,Equity,,,,,
503681,"Elcid Investments Ltd.,",ELCIDIN,ELCID INVESTMENTS LTD.,10,Misc.Commercial Services,Equity,17,1.24,0,6107,-1641
503689,"Healthy Investments Ltd.,",HEALINV,HEALTHY INVESTMENTS LTD.,10,Misc.Commercial Services,Equity,,,,,
503691,Sahara One Media And Entertainment Limited,SAHARA,SAHARA ONE MEDIA & ENTERTAINMENT LTD.-$,10,Broadcasting & Cable TV,Equity,30,-5.08,,-2.24,-9.14
503696,"Shreenath Investments Co. Ltd.,",SHRENTI,SHREENATH INVESTMENTS CO.LTD.,10,Misc.Commercial Services,Equity,,,,,
503722,"Banswara Syntex Ltd.,",BANSWRAS,BANSWARA SYNTEX LTD.-$,10,Textiles,Equity,312,7.43,12.5,25.5,11.2
503772,"Modella Woollens Ltd.,",MODWOOL,MODELLA WOOLLENS LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
503776,"Modipon Ltd.,",MODIPON,MODIPON LTD.,10,Agrochemicals,Equity,47,,,,
503804,"Shri Dinesh Mills Ltd.,",SHRIDINE,SHRI DINESH MILLS LTD.-$,10,Textiles,Equity,800,10,39.2,20.4,3.49
503806,"SRF Ltd.,",SRF,SRF LTD.,10,Diversified,Equity,2568,18,51.3,50.1,2.68
503811,"Siyaram Silk Mills Ltd.,",SIYSIL,SIYARAM SILK MILLS LTD.-$,2,Textiles,Equity,454,3.04,14.1,32.2,9.6
503816,"Swadeshi Polytex Ltd.,",SWADPOL,SWADESHI POLYTEX LTD.,1,Textiles,Equity,,,,,
503837,"Shree Rajasthan Syntex Ltd.,",SHRAJSYNQ,SHREE RAJASTHAN SYNTEX LTD.-$,10,Textiles,Equity,,,,,
503863,"Shree Manufacturing Co. Ltd.,",SHRMFGC,SHREE MANUFACTURING CO.LTD.,10,Textiles,Equity,,,,,
503893,"Satyam Silk Mills Ltd.,",ZSATYASL,SATYAM SILK MILLS LTD.,10,Other Financial Services,Equity,,,,,
503960,"Bharat Bijlee Ltd.,",BBL,BHARAT BIJLEE LTD.-$,10,Other Elect.Equip./ Prod.,Equity,,,,,
504000,"Elpro International Ltd.,",ELPROINTL,ELPRO INTERNATIONAL LTD.,1,Other Elect.Equip./ Prod.,Equity,68,11.1,125,0.54,2.26
504028,GEE Ltd.,GEE,GEE LTD.,2,Other Industrial Goods,Equity,,,,,
504036,"Hind Rectifiers Ltd.,",HIRECT,HIND RECTIFIERS LTD.,2,Electronic Components,Equity,,,,,
504058,Indo National Limited,NIPPOBATRY,INDO-NATIONAL LTD.,5,Non-Durable Household Prod.,Equity,523,18.1,14.5,36.2,12.8
504067,Zensar Technologies Ltd.,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,2,IT Consulting & Software,Equity,462,22.2,26.7,18.7,5.7
504076,"Jyoti Ltd.,",JYOTI,JYOTI LTD.-$,10,Heavy Electrical Equipment,Equity,11.9,-0.62,,-2.23,0.34
504080,"JSL Industries Ltd.,",JSLINDL,JSL INDUSTRIES LTD.,10,Other Elect.Equip./ Prod.,Equity,,,,,
504084,"Kaycee Industries Ltd.,",KAYCEEI,KAYCEE INDUSTRIES LTD.,100,Other Elect.Equip./ Prod.,Equity,4100,3.84,38.6,158,2.56
504092,Indokem Ltd,INDOKEM,INDOKEM LTD.,10,Specialty Chemicals,Equity,50.3,-21.5,,-3.89,-6.87
504093,Panasonic Energy India Co. Ltd.,PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$,10,Non-Durable Household Prod.,Equity,,,,,
504112,Nelco Ltd,NELCO,NELCO LTD.,10,IT Networking Equipment,Equity,878,14.3,114,7.68,1.53
504132,Permanent Magnets Ltd.,PERMAGN,PERMANENT MAGNETS LTD.-$,10,Other Industrial Goods,Equity,,,,,
504176,"High Energy Batteries (India) Ltd.,",HIGHENE,HIGH ENERGY BATTERIES (INDIA) LTD.,10,Non-Durable Household Prod.,Equity,,,,,
504180,"Standard Batteries Ltd.,",STDBAT,STANDARD BATTERIES LTD.,1,Finance (including NBFCs),Equity,,,,,
