Security Code,Issuer Name,Security Id,Security Name,Face Value,Industry,Instrument,CurrentPrice,ROCE,StockP/E,EPS,Earningsyield
526891,Market Creators Ltd.,MKTCREAT,MARKET CREATORS LTD.,10,Other Financial Services,Equity,12.2,,15.8,1.62,20.9
526899,HIMALAYA FOOD INTERNATIONAL LIMITED,HFIL,Himalaya Food International Ltd,10,Other Agricultural Products,Equity,24.8,0.6,57,0.44,0.45
526901,Sonal Adhesives Ltd.,SONALAD,SONAL ADHESIVES LTD.,10,Commodity Chemicals,Equity,,,,,
526905,Padmanabh Industries Limited,PADMAIND,Padmanabh Industries Limited,10,Commodity Chemicals,Equity,6.32,-7.32,,-0.33,-4.58
526921,Twentyfirst Century Management Serv,21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,10,Other Financial Services,Equity,46.2,20.1,1.04,44.4,139
526931,Hariyana Ship Breakers Ltd.,HRYNSHP,HARIYANA SHIP BREAKERS LTD.-$,10,Other Industrial Goods,Equity,102,12.6,5.34,19,31.4
526935,ARUNIS ABODE LIMITED,ARUNIS,Arunis Abode Ltd,10,Other Financial Services,Equity,26.1,,,,
526945,Tyroon Tea Co. Ltd.,TYROON,TYROON TEA CO.LTD.,10,Tea & Coffee,Equity,,,,,
526947,La Opala RG Ltd.,LAOPALA,LA OPALA RG LTD.,2,Houseware,Equity,,,,,
526951,Stylam Industries Limited,STYLAMIND,Stylam Industries Limited,5,Forest Products,Equity,1100,24,28.9,38.1,4.83
526953,Venus Remedies Ltd.,VENUSREM,VENUS REMEDIES LTD.,10,Pharmaceuticals,Equity,382,7.77,8.91,64,8.1
526959,Woodsvilla Limited,WOODSVILA,WOODSVILLA LTD.,5,Hotels,Equity,,,,,
526961,Trans Financial Resources Ltd,TRANSFIN,TRANS FINANCIAL RESOURCES LTD.,10,Finance (including NBFCs),Equity,,,,,
526965,Gujarat Craft Industries Ltd.,GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,10,Containers & Packaging,Equity,,,,,
526967,Heera Ispat Ltd.,HEERAISP,HEERA ISPAT LTD.,10,Iron & Steel/Interm.Products,Equity,,,,,
526971,Dhoot Industrial Finance Ltd.,DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
526977,Crimson Metal Engineering Company Ltd,CRIMSON,Crimson Metal Engineering Company Ltd,10,Iron & Steel Products,Equity,,,,,
526981,SHRI BAJRANG ALLIANCE LIMITED,SHBAJRG,Shri Bajrang Alliance Ltd,10,Diversified,Equity,271,3.85,3.23,84.2,8.41
526983,Ashoka Refineries Ltd.,ASHOKRE,ASHOKA REFINERIES LTD.,10,Other Agricultural Products,Equity,,,,,
526987,Urja Global Limited,URJAGLOBA,URJA GLOBAL LTD.,1,Heavy Electrical Equipment,Equity,27.3,1.72,703,0.04,0.22
527001,Ashapura Minechem Ltd,ASHAPURMIN,ASHAPURA MINECHEM LTD.,2,Mining,Equity,123,15.9,7.14,17.9,13.6
527005,Shree Pacetronix Ltd,SHREEPAC,SHREE PACETRONIX LTD.,10,Healthcare Supplies,Equity,27,5.3,24.9,1.08,8.02
530001,"Gujarat Alkalis & Chemicals Ltd.,",GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.,10,Commodity Chemicals,Equity,745,4.69,26.6,28,5.49
530005,"India Cements Ltd.,",INDIACEM,INDIA CEMENTS LTD.,10,Cement & Cement Products,Equity,239,6.62,38.8,6.16,4.74
530007,JK Tyre & Industries Ltd.,JKTYRE,JK TYRE & INDUSTRIES LTD.,2,Auto Tyres & Rubber Products,Equity,138,12.6,6.86,21.4,14.3
530011,Mangalore Chemicals & Fertilisers L,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,10,Fertilizers,Equity,80.2,17.1,16.3,4.52,10.8
530017,Standard Industries Ltd.,SIL,STANDARD INDUSTRIES LTD.,5,Textiles,Equity,16,40.2,7.1,,
530019,JUBILANT PHARMOVA LIMITED,JUBLPHARMA,Jubilant Pharmova Ltd,1,Pharmaceuticals,Equity,562,15,10.8,51.9,12.3
530023,THE INVESTMENT TRUST OF INDIA LIMITED,THEINVEST,The Investment Trust Of India Ltd,10,Finance (including NBFCs),Equity,123,7.12,34.8,3.54,9.74
530025,Samyak International Limited,SAMYAKINT,SAMYAK INTERNATIONAL LTD.,10,Misc.Commercial Services,Equity,15.8,0.69,,-0.64,0.54
530027,Aadi Industries Ltd,AADIIND,AADI INDUSTRIES LTD.,10,Fibres & Plastics,Equity,,,,,
530035,Santosh Fine-Fab Ltd.,SANTOSHF,SANTOSH FINE-FAB LTD.,10,Textiles,Equity,,,,,
530043,Acknit Industries Ltd,ACKNIT,ACKNIT INDUSTRIES LTD.,10,Other Apparels & Accessories,Equity,,,,,
530045,Titan Securities Ltd.,TITANSEC,TITAN SECURITIES LTD.,10,Finance (including NBFCs),Equity,23.6,0.8,6.34,,
530047,Mohota Industries Limited,MOHOTAIND,Mohota Industries Ltd,10,Textiles,Equity,,,,,
530053,REAL ECO-ENERGY LIMITED,REALECO,Real Eco-Energy Ltd,10,Oil Marketing & Distribution,Equity,,,,,
530055,Harmony Capital Services Ltd.,HRMNYCP,HARMONY CAPITAL SERVICES LTD.,10,Misc.Commercial Services,Equity,,,,,
530057,Vivanza Biosciences Limited,VIVANZA,Vivanza Biosciences Ltd,10,Pharmaceuticals,Equity,154,16.9,94.6,1.62,2.14
530063,Yashraj Containeurs Ltd.,YASHRAJC,YASHRAJ CONTAINEURS LTD.,10,Containers & Packaging,Equity,,,,,
530065,Lords Ishwar Hotels Limited,LORDSHOTL,Lords Ishwar Hotels Limited,10,Hotels,Equity,,,,,
530067,CSL Finance Limited,CSLFINANCE,CSL Finance Ltd,10,Finance (including NBFCs),Equity,,,,,
530073,Sanghvi Movers Ltd.,SANGHVIMOV,SANGHVI MOVERS LTD.,2,Transport Related Services,Equity,,,,,
530075,Selan Exploration Technology Ltd.,SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,10,Exploration & Production,Equity,,,,,
530077,Freshtrop Fruits Ltd.,FRSHTRP,FRESHTROP FRUITS LTD.,10,Other Agricultural Products,Equity,,,,,
530079,Faze Three Ltd.,FAZE3Q,FAZE THREE LTD.-$,10,Textiles,Equity,370,13.7,22.9,16.2,6.2
530093,ACE EDUTREND LIMITED,ACEEDU,ACE Edutrend Ltd,10,Education,Equity,,,,,
530095,PRADHIN LIMITED,PRADHIN,Pradhin Ltd,10,Iron & Steel/Interm.Products,Equity,,,,,
530109,ANUPAM FINSERV LIMITED,ANUPAM,Anupam Finserv Ltd,1,Finance (including NBFCs),Equity,,,,,
530111,Raj Packaging Industries Ltd.,RAJPACK,RAJ PACKAGING INDUSTRIES LTD.,10,Containers & Packaging,Equity,,,,,
530117,PRIVI SPECIALITY CHEMICALS LIMITED,PRIVISCL,Privi Speciality Chemicals Ltd,10,Specialty Chemicals,Equity,2174,13.3,78.8,31,1.78
530119,Natraj Proteins Ltd.,NATRAJPR,NATRAJ PROTEINS LTD.,10,Edible Oils,Equity,,,,,
530125,Samrat Pharmachem Ltd.,SAMRATPH,SAMRAT PHARMACHEM LTD.-$,10,Pharmaceuticals,Equity,,,,,
530127,NPR Finance Ltd.,NPRFIN,NPR FINANCE LTD.,10,Other Financial Services,Equity,,,,,
530129,Nile Ltd.,NILE,NILE LTD.,10,Iron & Steel Products,Equity,632,11.7,7.69,82.1,15.8
530131,Udaipur Cement Works Limited,UDAICEMENT,UDAIPUR CEMENT WORKS LTD.,4,Cement & Cement Products,Equity,,,,,
530133,Amco India Ltd.,AMCOIND,AMCO INDIA LTD.-$,10,Fibres & Plastics,Equity,,,,,
530135,Optiemus Infracom Limited,OPTIEMUS,Optiemus Infracom Ltd,10,Telecom Equipment,Equity,307,10.6,24.6,12.5,4.52
530139,Kreon Finnancial Services Limited,KREONFIN,KREON FINNANCIAL SERVICES LTD.,10,Finance (including NBFCs),Equity,74.8,2.22,371,0.17,0.34
530141,Gyan Developers & Builders Ltd.,GYANDEV,GYAN DEVELOPERS & BUILDERS LTD.,10,Realty,Equity,,,,,
530145,Kisan Mouldings Ltd.,KISAN,KISAN MOULDINGS LTD.-$,10,Plastic Products,Equity,23.3,-5.79,,-16.6,-9.26
530151,Vijay Textiles Ltd.,VIJAYTX,VIJAY TEXTILES LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
530161,Garodia Chemicals Ltd.,GARODCH,GARODIA CHEMICALS LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
530163,Kerala Ayurveda Limited,KERALAYUR,KERALA AYURVEDA LTD.,10,Pharmaceuticals,Equity,76.7,-0.43,,-2.84,1.96
530167,Moongipa Capital Finance Ltd.,MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,10,Finance (including NBFCs),Equity,,,,,
530169,Mohit Paper Mills Ltd.,MOHITPPR,MOHIT PAPER MILLS LTD.,10,Paper & Paper Products,Equity,,,,,
530171,Daulat Securities Ltd.,DAULAT,DAULAT SECURITIES LTD.,10,Other Financial Services,Equity,,,,,
530173,Oscar Global Ltd,OSCARGLO,OSCAR GLOBAL LTD.,10,Other Apparels & Accessories,Equity,,,,,
530175,Odyssey Technologies Ltd.,ODYSSEY,ODYSSEY TECHNOLOGIES LTD.-$,10,IT Software Products,Equity,87.8,65.3,89.7,1.74,1.23
530177,SPS International Ltd,SPSINT,SPS INTERNATIONAL LTD.,10,Comm.Trading  & Distribution,Equity,6.92,,,,
530179,RSC International Limited,RSCINT,RSC INTERNATIONAL LTD.,10,Textiles,Equity,,,,,
530185,Surat Textile Mills Ltd,SURATEX,SURAT TEXTILE MILLS LTD.,1,Textiles,Equity,28.5,,41.9,0.75,2.05
530187,Atharv Enterprises Limited,ATHARVENT,ATHARV ENTERPRISES LTD.,10,Finance (including NBFCs),Equity,,,,,
530197,FUNDVISER CAPITAL (INDIA) LIMITED,FUNDVISER,Fundviser Capital (India) Ltd,10,Investment Companies,Equity,,,,,
530199,Themis Medicare Ltd.,THEMISMED,THEMIS MEDICARE LTD.,10,Pharmaceuticals,Equity,1008,18.2,13.2,76.4,10.1
530201,KALLAM TEXTILES LTD,KALLAM,Kallam Textiles Ltd-$,2,Textiles,Equity,,,,,
530207,Brawn Biotech Limited,BRAWN,BRAWN BIOTECH LTD.,10,Pharmaceuticals,Equity,,,,,
530213,Fortune International Ltd.,FORINTL,FORTUNE INTERNATIONAL LTD.,10,Comm.Trading  & Distribution,Equity,63.7,15.6,4,15.9,8.76
530215,Kings Infra Ventures Limited,KINGSINFR,Kings Infra Ventures Limited,10,Realty,Equity,,,,,
530219,Nutricircle Limited,NUTRICIRCLE,Nutricircle Ltd,10,Other Apparels & Accessories,Equity,61,,,,
530231,Subhash Silk Mills Ltd.,SUBSM,SUBHASH SILK MILLS LTD.,10,Textiles,Equity,,,,,
530233,Auro Laboratories Ltd.,AUROLAB,AURO LABORATORIES LTD.,10,Pharmaceuticals,Equity,,,,,
530235,KJMC Financial Services Ltd.,KJMCFIN,KJMC FINANCIAL SERVICES LTD.,10,Finance (including NBFCs),Equity,29.1,-1.77,,-3.01,-3.19
530239,Suven Life Sciences Ltd.,SUVEN,SUVEN LIFE SCIENCES LTD.,1,Pharmaceuticals,Equity,94.2,-68,,-8.92,-9.62
530245,Aryaman Financial Services Ltd.,ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,10,Finance (including NBFCs),Equity,55.4,6.1,13.8,4.02,16.2
530249,Bridge Securities Ltd.,BRIDGESE,BRIDGE SECURITIES LTD.,10,Other Financial Services,Equity,,,,,
530251,Risa International Limited,RISAINTL,RISA INTERNATIONAL LTD.,2,Comm.Trading  & Distribution,Equity,,,,,
530253,Rajasthan Tube Mfg. Co,RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.,10,Iron & Steel Products,Equity,,,,,
530255,Kay Power And Paper Ltd,KAYPOWR,KAY POWER AND PAPER LTD.,10,Paper & Paper Products,Equity,,,,,
530259,Inter State Oil Carrier Ltd,INTSTOIL,INTER STATE OIL CARRIER LTD.,10,Surface Transportation,Equity,,,,,
530263,Global Capital Markets Ltd.,GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,10,Finance (including NBFCs),Equity,,,,,
530265,Sainik Finance and Industries Ltd,SAINIK,SAINIK FINANCE & INDUSTRIES LTD.,10,Cement & Cement Products,Equity,,,,,
530267,Saboo Brothers Ltd.,SABOOBR,SABOO BROTHERS LTD.,10,Industrial Machinery,Equity,,,,,
530271,Rich Universe Network Ltd,RICHUNV,RICH UNIVERSE NETWORK LTD.,10,Finance (including NBFCs),Equity,,,,,
530281,Quantum Digital Vision (India) Ltd.,QUANTDIA,QUANTUM DIGITAL VISION (INDIA) LTD.,10,Containers & Packaging,Equity,,,,,
530289,S.P.Capital Financing Ltd.,SPCAPIT,SP CAPITAL FINANCING LTD.,10,Misc.Commercial Services,Equity,26.2,29,2.37,11,49.9
530291,PAOS INDUSTRIES LIMITED,PAOS,Paos Industries Ltd,10,Edible Oils,Equity,9.14,,,-3.23,-1.82
530299,Kothari Products Ltd.,KOTHARIPRO,KOTHARI PRODUCTS LTD.,10,Comm.Trading  & Distribution,Equity,110,-2.42,,-2.61,4.62
530305,Piccadily Agro Industries ltd.,PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,10,Sugar,Equity,33.2,13.6,12,,
530307,Chaman Lal Setia Exports Ltd.,CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD.-$,2,Other Agricultural Products,Equity,,,,,
530309,Chandra Prabhu International Ltd.,CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$,10,Comm.Trading  & Distribution,Equity,181,21.8,29.5,6.14,4.54
530313,KIMIA BIOSCIENCES LIMITED,KIMIABL,Kimia Biosciences Ltd,1,Pharmaceuticals,Equity,,,,,
530315,Hindustan Tin Works Ltd.,HINDTIN,HINDUSTAN TIN WORKS LTD.-$,10,Containers & Packaging,Equity,,,,,
530317,Godavari Drugs Ltd.,GODAVARI,GODAVARI DRUGS LTD.,10,Pharmaceuticals,Equity,,,,,
530331,Premco Global Ltd.,PREMCO,PREMCO GLOBAL LTD.-$,10,Textiles,Equity,494,21.7,7.46,62.7,21
530341,Mukesh Babu Financial Services Ltd.,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,10,Other Financial Services,Equity,126,13.2,39.3,3.21,8.84
530343,Genus Power Infrastructures Ltd,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,1,Other Elect.Equip./ Prod.,Equity,73.6,11.5,24.2,3.04,5.75
530355,ASIAN ENERGY SERVICES LTD,ASIANENE,Asian Energy Services Ltd,10,Oil Equipment & Services,Equity,164,19.4,13.2,9.48,7.93
530357,KBS INDIA LIMITED,KBSINDIA,KBS INDIA LIMITED,10,Other Financial Services,Equity,11.2,0.6,159,0.07,1.72
530361,Sea Gold Aqua Farms Ltd.,SEAGOLD,SEA GOLD AQUA FARMS LTD.,10,Packaged Foods,Equity,,,,,
530363,Ugar Sugar Works Ltd.,UGARSUGAR,UGAR SUGAR WORKS LTD.-$,1,Sugar,Equity,34.6,9.65,19,1.82,9.92
530365,Orient Bell Limited,ORIENTBELL,ORIENT BELL LIMITED-$,10,Furniture-Furnishing-Paints,Equity,393,5.4,29.3,13.5,5.13
530367,NRB Bearings Ltd.,NRBBEARING,NRB BEARINGS LTD.,2,Industrial Machinery,Equity,168,11.2,16.8,10,7.87
530369,Vamshi Rubber Ltd.,VAMSHIRU,VAMSHI RUBBER LTD.,10,Auto Tyres & Rubber Products,Equity,,,,,
530377,Nila Infrastructures Ltd,NILA,NILA INFRASTRUCTURES LTD.,1,Realty,Equity,8.75,6.38,67.3,0.13,5.29
530393,DB(INTERNATIONAL)Stock Brokers Ltd,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.,2,Other Financial Services,Equity,32.9,12.2,56.2,0.59,17.6
530401,Vinyoflex Ltd.,VINYOFL,VINYOFLEX LTD.,10,Commodity Chemicals,Equity,,,,,
530405,Jindal Capital Ltd.,JINDCAP,JINDAL CAPITAL LTD.,10,Other Financial Services,Equity,,,,,
530407,EPIC Energy Ltd.,EPIC,EPIC ENERGY LTD.-$,10,Finance (including NBFCs),Equity,7.79,1.14,21.6,0.39,6.5
530419,Sumedha Fiscal Services Ltd.,SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,10,Other Financial Services,Equity,51.7,23.4,7.18,7.2,21.6
530421,Kuwer Industries Ltd.,KUWERIN,KUWER INDUSTRIES LTD.,10,Commodity Chemicals,Equity,,,,,
530427,Choksi Imaging Ltd.,CHOKSI,CHOKSI IMAGING LTD.,10,Photographic Products,Equity,,,,,
530429,Ashish Polyplast Ltd.,ASHISHPO,ASHISH POLYPLAST LTD.,10,Plastic Products,Equity,,,,,
530431,Ador Fontech Ltd,ADORFO,ADOR FONTECH LTD.-$,2,Comm.Trading  & Distribution,Equity,76.2,15.2,14,5.46,12.1
530433,Shiva Global Agro Industries Limited,SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES LTD.,10,Fertilizers,Equity,89,12.9,6.75,13.2,22
530439,Siddha Ventures Limited,SIDDHA,SIDDHA VENTURES LTD.,10,Finance (including NBFCs),Equity,10.1,14.7,3.95,2.56,25.4
530443,Kiran Syntex Ltd.,KIRANSY-B,KIRAN SYNTEX LTD.,10,Textiles,Equity,,,,,
530445,Sumeru Industries Ltd.,SUMERUIND,SUMERU INDUSTRIES LTD.,1,Comm.Trading  & Distribution,Equity,,,,,
530449,Rungta Irrigation Ltd.,RUNGTAIR,RUNGTA IRRIGATION LTD.,10,Plastic Products,Equity,28.6,3.71,17.6,2.61,7.83
530457,Cinerad Communications Ltd.,CINERAD,CINERAD COMMUNICATIONS LTD.,10,Movies & Entertainment,Equity,,,,,
530459,Valson Industries Ltd.,VALSONQ,VALSON INDUSTRIES LTD.-$,10,Textiles,Equity,,,,,
530461,Saboo Sodium Chloro Ltd.,SABOOSOD,SABOO SODIUM CHLORO LTD.,10,Other Food Products,Equity,,,,,
530469,GSL Securities Ltd.,GSLSEC,GSL SECURITIES LTD.,10,Finance (including NBFCs),Equity,,,,,
530475,Tinna Rubber and Infrastructure Limited,TINNARUBR,Tinna Rubber and Infrastructure Limited,10,Specialty Chemicals,Equity,345,7.53,22.7,15.1,7.99
530477,Vikram Thermo (India) Ltd.,VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,10,Pharmaceuticals,Equity,,,,,
530495,STRATMONT INDUSTRIES LIMITED,STRATMONT,Stratmont Industries Ltd,10,Comm.Trading  & Distribution,Equity,,,,,
530499,A.K.Capital Services Ltd.,AKCAPIT,A.K.CAPITAL SERVICES LTD.,10,Finance (including NBFCs),Equity,419,10.2,3.26,129,13.2
530517,Relaxo Footwears Ltd.,RELAXO,RELAXO FOOTWEARS LTD.-$,1,Footwear,Equity,,,,,
530521,Virat Industries Ltd.,VIRAT,VIRAT INDUSTRIES LTD.,10,Other Apparels & Accessories,Equity,,,,,
530525,Sheetal Diamonds Ltd.,SHEETAL,SHEETAL DIAMONDS LTD.,5,Other Apparels & Accessories,Equity,,,,,
530533,Terai Tea Co. Ltd.,TERAI,TERAI TEA CO.LTD.,10,Tea & Coffee,Equity,83.2,1.52,12.8,6.53,4.87
530537,Manraj Housing Finance Ltd.,MANRAJH,MANRAJ HOUSING FINANCE LTD.,10,Housing Finance ,Equity,,,,,
530545,Cosco (India) ltd.,COSCO,COSCO (INDIA) LTD.-$,10,Diversified,Equity,276,7.55,50.5,19.8,2.23
530549,Shilpa Medicare Ltd.,SHILPAMED,SHILPA MEDICARE LTD.,1,Pharmaceuticals,Equity,557,7.75,130,4.54,1.46
530555,Paramount Communications Ltd.,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,2,Other Elect.Equip./ Prod.,Equity,14.1,2.58,53.9,0.27,2.66
530557,NCL Research And Financial Services,NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.,1,Other Financial Services,Equity,,,,,
530565,Archana Software Ltd.,SSLFINANCE,ARCHANA SOFTWARE LTD.,10,IT Software Products,Equity,3.09,,,,
530571,Explicit Finance Limited,EXPLICITFIN,EXPLICIT FINANCE LTD.,10,Misc.Commercial Services,Equity,,,,,
530577,Ladderup Finance Ltd.,LADDERUP,LADDERUP FINANCE LTD.,10,Finance (including NBFCs),Equity,31.2,4.54,11.2,,
530579,U. Y. FINCORP LIMITED,UYFINCORP,U. Y. Fincorp Ltd,5,Finance (including NBFCs),Equity,15.5,6.01,17.2,0.9,8.43
530581,Ekam Leasing & Finance Co. Ltd.,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,5,Misc.Commercial Services,Equity,6.18,3.9,10,0.62,8.59
530585,Swastika Investmart Ltd,SWASTIKA,SWASTIKA INVESTMART LTD.,10,Other Financial Services,Equity,197,26.1,7.18,27.4,-52.4
530589,Prima Plastics Ltd.,PRIMAPLA,PRIMA PLASTICS LTD.,10,Plastic Products,Equity,106,15.4,8.84,12,12.3
530595,TeleCanor Global Limited,TELECANOR,TELECANOR GLOBAL LTD.,10,IT Software Products,Equity,,,,,
530601,Jagsonpal Finance & Leasing Ltd.,JAGSONFI,JAGSONPAL FINANCE & LEASING LTD.,10,Finance (including NBFCs),Equity,,,,,
530609,Carnation Industries Ltd.,CARNATIN,CARNATION INDUSTRIES LTD.,10,Other Industrial Products,Equity,,,,,
530611,Sturdy Industries Ltd.,STURDY,STURDY INDUSTRIES LTD.,2,Plastic Products,Equity,,,,,
530615,Garg Furnace Ltd.,GARGFUR,GARG FURNACE LTD.,10,Iron & Steel/Interm.Products,Equity,,,,,
530617,Sampre Nutritions Ltd.,SAMPRE,SAMPRE NUTRITIONS LTD.,10,Packaged Foods,Equity,32.8,,316,,
530621,Akar Auto Industries Limited,AAIL,Akar Auto Industries Ltd,5,Industrial Machinery,Equity,,,,,
530627,Vipul Organics Limited,VIPULORG,Vipul Organics Ltd,10,Specialty Chemicals,Equity,226,17.9,31.8,7.38,4.59
530643,Eco Recycling Limited,ECORECO,ECO RECYCLING LTD.,10,Electronic Components,Equity,136,3,24.7,5.51,4.37
530655,Goodluck India Limited,GOODLUCK,Goodluck India Ltd,2,Iron & Steel Products,Equity,362,10.7,16,23.2,9.68
530663,Goyal Associates Ltd.,GOYALASS,GOYAL ASSOCIATES LTD.,1,Other Financial Services,Equity,,,,,
530665,Zenith Health Care Ltd.,ZENITHHE,ZENITH HEALTH CARE LTD.,1,Pharmaceuticals,Equity,,,,,
530669,Prem Somani Financial Services Ltd.,PRESOFI,PREM SOMANI FINANCIAL SERVICES LTD.,10,Other Financial Services,Equity,10.8,-5.73,,,
530675,York Exports Ltd.,YORKEXP,YORK EXPORTS LTD.,10,Other Apparels & Accessories,Equity,45.1,5.35,21.1,4.52,7.56
530677,Supreme Holdings & Hospitality (India) Ltd,SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,10,Realty,Equity,17.4,1.02,15.6,1.12,6.18
530683,Pithampur Poly Products Ltd.,PITHP,PITHAMPUR POLY PRODUCTS LTD.,10,Containers & Packaging,Equity,,,,,
530689,Lykis Limited,LYKISLTD,Lykis Limited,10,Personal Products,Equity,38,-11.4,17.1,2.22,2.04
530695,Prime Property Development Corporation Ltd.,PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$,5,Realty,Equity,18.7,-26.4,,-14.1,-81.1
530697,Zenlabs Ethica Limited,ZENLABS,Zenlabs Ethica Ltd,10,Misc.Commercial Services,Equity,,,,,
530705,Flora Textiles Ltd.,FLORATX,FLORA TEXTILES LTD.,10,Textiles,Equity,,,,,
530709,Gowra Leasing & Finance Ltd.,GOWRALE,GOWRA LEASING & FINANCE LTD.,10,Finance (including NBFCs),Equity,,,,,
530711,Jagan Lamps Ltd.,JAGANLAM,JAGAN LAMPS LTD.,10,Auto Parts & Equipment,Equity,,,,,
530713,AJEL Limited,AJEL,AJEL LTD.,10,IT Consulting & Software,Equity,13.6,-1.63,,-0.19,-0.54
530715,Alps Industries Ltd.,ALPSINDUS,ALPS INDUSTRIES LTD.,10,Textiles,Equity,4.6,-19.1,,-18.6,-2.99
530723,Asit C Mehta Financial Services Limited,ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,10,Other Financial Services,Equity,213,10,63.8,3.33,8.78
530733,Nova Publications India Limited,NOVAPUB,Nova Publications India Ltd,10,Publishing,Equity,,,,,
530735,Super Bakers (India) Ltd.,SUPERBAK,SUPER BAKERS (INDIA) LTD.,10,Packaged Foods,Equity,,,,,
530741,Ovobel Foods Ltd.,OVOBELE,OVOBEL FOODS LTD.,10,Other Food Products,Equity,,,,,
530747,Indo Asian Finance Limited,INDOASIAF,INDO ASIAN FINANCE LTD.,10,Finance (including NBFCs),Equity,,,,,
530755,Coral Newsprints Ltd.,CORNE,CORAL NEWSPRINTS LTD.,10,Paper & Paper Products,Equity,,,,,
530759,Sterling Tools Ltd.,STERTOOLS,STERLING TOOLS LTD.-$,2,Auto Parts & Equipment,Equity,192,9.44,19.6,9.78,6.81
530765,Devki Leasing & Finance Ltd.,DEVKI,DEVKI LEASING & FINANCE LTD.,10,Finance (including NBFCs),Equity,4.63,-1.56,,-0.17,-1.72
530771,KLG Capital Services Ltd.,KLGCAP,KLG CAPITAL SERVICES LTD.,10,Finance (including NBFCs),Equity,11.2,0.73,,-0.03,-0.24
530777,Infra Industries Ltd.,INFRAIND,INFRA INDUSTRIES LTD.,10,Plastic Products,Equity,,,,,
530779,Dynamic Protfolio Management & Serv,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.,10,Finance (including NBFCs),Equity,,,,,
530787,Inland Printers Ltd.,INLANPR,INLAND PRINTERS LTD.,10,Comm.Printing/Stationery,Equity,,,,,
530789,Ceejay Finance Limited,CEEJAY,CEEJAY FINANCE LTD.,10,Finance (including NBFCs),Equity,,,,,
530795,Suncity Synthetics Ltd.,SUNCITYSY,SUNCITY SYNTHETICS LTD.,10,Textiles,Equity,,,,,
530797,Shree Ganesh Elastoplast Ltd,SHGANEL,SHREE GANESH ELASTOPLAST LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
530799,Anna Infrastructures Ltd,ANNAINFRA,ANNA INFRASTRUCTURES LTD.,10,Finance (including NBFCs),Equity,15.4,4.27,24.5,0.66,6.02
530803,Bhageria Industries Limited,BHAGIL,Bhageria Industries Ltd,5,Commodity Chemicals,Equity,248,18.1,15.7,,
530805,Onesource Ideas Venture Limited,OIVL,Onesource Ideas Venture Ltd,10,Consulting Services,Equity,82,-13.9,,-7.09,-10.1
530809,BNR Udyog Ltd.,BNRUDY,BNR UDYOG LTD.,10,BPO/KPO,Equity,32.5,19.1,12.2,2.67,12.2
530813,KRBL Ltd.,KRBL,KRBL LTD.,1,Packaged Foods,Equity,253,19.9,10.6,23.8,12.7
530815,Refnol Resins & Chemicals Ltd.,REFNOL,REFNOL RESINS & CHEMICALS LTD.,10,Commodity Chemicals,Equity,43.7,0.71,,-2.59,0.76
530821,SSPDL Limited,SSPDL,SSPDL LTD.-$,10,Realty,Equity,15.5,-3.16,,-12.8,-5.36
530825,Daikaffil Chemicals India Ltd.,DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD.,10,Specialty Chemicals,Equity,35.9,12.6,9.01,3.98,17.7
530829,Cil Securities Ltd.,CILSEC,CIL SECURITIES LTD.,10,Finance (including NBFCs),Equity,,,,,
530839,Clio Infotech Ltd.,CLIOINFO,CLIO INFOTECH LTD.,10,IT Software Products,Equity,,,,,
530841,Shri Bholanath Carpets Limited,SHRIBCL,Shri Bholanath Carpets Ltd,10,Furniture-Furnishing-Paints,Equity,12.7,2.21,204,0.06,3.21
